pdf, Part No.,Series Name,Size ( Dimension),Tolerance,T.C.R,Rated Power,Resistance Value
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0710K7L,TC122-FR-0710K7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0710KL,TC122-FR-0710KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0710R2L,TC122-FR-0710R2L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0710R5L,TC122-FR-0710R5L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0710R7L,TC122-FR-0710R7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0710RL,TC122-FR-0710RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07110KL,TC122-FR-07110KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07110RL,TC122-FR-07110RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07113KL,TC122-FR-07113KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07113RL,TC122-FR-07113RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07115KL,TC122-FR-07115KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07115RL,TC122-FR-07115RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07118KL,TC122-FR-07118KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07118RL,TC122-FR-07118RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711K3L,TC122-FR-0711K3L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711K5L,TC122-FR-0711K5L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711K8L,TC122-FR-0711K8L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711KL,TC122-FR-0711KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711R3L,TC122-FR-0711R3L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711R5L,TC122-FR-0711R5L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711R8L,TC122-FR-0711R8L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0711RL,TC122-FR-0711RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07120KL,TC122-FR-07120KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07120RL,TC122-FR-07120RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07121KL,TC122-FR-07121KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07121RL,TC122-FR-07121RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07124KL,TC122-FR-07124KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07124RL,TC122-FR-07124RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07127KL,TC122-FR-07127KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07127RL,TC122-FR-07127RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712K1L,TC122-FR-0712K1L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712K4L,TC122-FR-0712K4L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712K7L,TC122-FR-0712K7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712KL,TC122-FR-0712KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712R1L,TC122-FR-0712R1L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712R4L,TC122-FR-0712R4L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712R7L,TC122-FR-0712R7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0712RL,TC122-FR-0712RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07130KL,TC122-FR-07130KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07130RL,TC122-FR-07130RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07133KL,TC122-FR-07133KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07133RL,TC122-FR-07133RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07137KL,TC122-FR-07137KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07137RL,TC122-FR-07137RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0713K3L,TC122-FR-0713K3L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0713K7L,TC122-FR-0713K7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0713KL,TC122-FR-0713KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0713R3L,TC122-FR-0713R3L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0713R7L,TC122-FR-0713R7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0713RL,TC122-FR-0713RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07140KL,TC122-FR-07140KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07140RL,TC122-FR-07140RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07143KL,TC122-FR-07143KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07143RL,TC122-FR-07143RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07147KL,TC122-FR-07147KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07147RL,TC122-FR-07147RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0714K3L,TC122-FR-0714K3L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0714K7L,TC122-FR-0714K7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0714KL,TC122-FR-0714KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0714R3L,TC122-FR-0714R3L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0714R7L,TC122-FR-0714R7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0714RL,TC122-FR-0714RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07150KL,TC122-FR-07150KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07150RL,TC122-FR-07150RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07154KL,TC122-FR-07154KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07154RL,TC122-FR-07154RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07158KL,TC122-FR-07158KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07158RL,TC122-FR-07158RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0715K4L,TC122-FR-0715K4L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0715K8L,TC122-FR-0715K8L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0715KL,TC122-FR-0715KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0715R4L,TC122-FR-0715R4L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0715R8L,TC122-FR-0715R8L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0715RL,TC122-FR-0715RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07160KL,TC122-FR-07160KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07160RL,TC122-FR-07160RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07162KL,TC122-FR-07162KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07162RL,TC122-FR-07162RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07165KL,TC122-FR-07165KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07165RL,TC122-FR-07165RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07169KL,TC122-FR-07169KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07169RL,TC122-FR-07169RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716K2L,TC122-FR-0716K2L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716K5L,TC122-FR-0716K5L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716K9L,TC122-FR-0716K9L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716KL,TC122-FR-0716KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716R2L,TC122-FR-0716R2L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716R5L,TC122-FR-0716R5L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716R9L,TC122-FR-0716R9L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0716RL,TC122-FR-0716RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07174KL,TC122-FR-07174KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07174RL,TC122-FR-07174RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07178KL,TC122-FR-07178KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07178RL,TC122-FR-07178RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0717K4L,TC122-FR-0717K4L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0717K8L,TC122-FR-0717K8L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0717R4L,TC122-FR-0717R4L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0717R8L,TC122-FR-0717R8L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07180KL,TC122-FR-07180KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07180RL,TC122-FR-07180RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07182KL,TC122-FR-07182KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07182RL,TC122-FR-07182RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07187KL,TC122-FR-07187KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-07187RL,TC122-FR-07187RL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0718K2L,TC122-FR-0718K2L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0718K7L,TC122-FR-0718K7L,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=TC122-FR-0718KL,TC122-FR-0718KL,R-Array/R-Network (concave),0402 x 2 (0404) ,±1% ,Based on Spec ,1/16W (0.0625W) ,0
