pdf, Part No.,Series Name,Rated Power,Tolerance,T.C.R,Resistance Value
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-649K,MFR-12FTE52-649K,MFR,1/6W,±1%,±50ppm/°C,649 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-649R,MFR-12FTE52-649R,MFR,1/6W,±1%,±50ppm/°C,649,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-665R,MFR-12FTE52-665R,MFR,1/6W,±1%,±50ppm/°C,665,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-66K5,MFR-12FTE52-66K5,MFR,1/6W,±1%,±50ppm/°C,66 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-680K,MFR-12FTE52-680K,MFR,1/6W,±1%,±50ppm/°C,680 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-680R,MFR-12FTE52-680R,MFR,1/6W,±1%,±50ppm/°C,680,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-68K,MFR-12FTE52-68K,MFR,1/6W,±1%,±50ppm/°C,68 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-68K1,MFR-12FTE52-68K1,MFR,1/6W,±1%,±50ppm/°C,68 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-68R,MFR-12FTE52-68R,MFR,1/6W,±1%,±50ppm/°C,68,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-6K2,MFR-12FTE52-6K2,MFR,1/6W,±1%,±50ppm/°C,6 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-6K4,MFR-12FTE52-6K4,MFR,1/6W,±1%,±50ppm/°C,6 400,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-6K5,MFR-12FTE52-6K5,MFR,1/6W,±1%,±50ppm/°C,6 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-6K8,MFR-12FTE52-6K8,MFR,1/6W,±1%,±50ppm/°C,6 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-6R2,MFR-12FTE52-6R2,MFR,1/6W,±1%,±50ppm/°C,6.2,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-70K6,MFR-12FTE52-70K6,MFR,1/6W,±1%,±50ppm/°C,70 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-71K,MFR-12FTE52-71K,MFR,1/6W,±1%,±50ppm/°C,71 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-750R,MFR-12FTE52-750R,MFR,1/6W,±1%,±50ppm/°C,750,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-75K,MFR-12FTE52-75K,MFR,1/6W,±1%,±50ppm/°C,75 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-75R,MFR-12FTE52-75R,MFR,1/6W,±1%,±50ppm/°C,75,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-77K,MFR-12FTE52-77K,MFR,1/6W,±1%,±50ppm/°C,77 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-78K7,MFR-12FTE52-78K7,MFR,1/6W,±1%,±50ppm/°C,78 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-7K5,MFR-12FTE52-7K5,MFR,1/6W,±1%,±50ppm/°C,7 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-80K6,MFR-12FTE52-80K6,MFR,1/6W,±1%,±50ppm/°C,80 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-820K,MFR-12FTE52-820K,MFR,1/6W,±1%,±50ppm/°C,820 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-820R,MFR-12FTE52-820R,MFR,1/6W,±1%,±50ppm/°C,820,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-82K,MFR-12FTE52-82K,MFR,1/6W,±1%,±50ppm/°C,82 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-8K06,MFR-12FTE52-8K06,MFR,1/6W,±1%,±50ppm/°C,8 060,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-8K2,MFR-12FTE52-8K2,MFR,1/6W,±1%,±50ppm/°C,8 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-8K4,MFR-12FTE52-8K4,MFR,1/6W,±1%,±50ppm/°C,8 400,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-8K87,MFR-12FTE52-8K87,MFR,1/6W,±1%,±50ppm/°C,8 870,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-8M2,MFR-12FTE52-8M2,MFR,1/6W,±1%,±50ppm/°C,8 200 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-909R,MFR-12FTE52-909R,MFR,1/6W,±1%,±50ppm/°C,909,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-90K6,MFR-12FTE52-90K6,MFR,1/6W,±1%,±50ppm/°C,90 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-910K,MFR-12FTE52-910K,MFR,1/6W,±1%,±50ppm/°C,910 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-91K,MFR-12FTE52-91K,MFR,1/6W,±1%,±50ppm/°C,91 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-920K,MFR-12FTE52-920K,MFR,1/6W,±1%,±50ppm/°C,920 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-93K1,MFR-12FTE52-93K1,MFR,1/6W,±1%,±50ppm/°C,93 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-960R,MFR-12FTE52-960R,MFR,1/6W,±1%,±50ppm/°C,960,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-980R,MFR-12FTE52-980R,MFR,1/6W,±1%,±50ppm/°C,980,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-9K09,MFR-12FTE52-9K09,MFR,1/6W,±1%,±50ppm/°C,9 090,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-9K1,MFR-12FTE52-9K1,MFR,1/6W,±1%,±50ppm/°C,9 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-9K31,MFR-12FTE52-9K31,MFR,1/6W,±1%,±50ppm/°C,9 310,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTE52-9K5,MFR-12FTE52-9K5,MFR,1/6W,±1%,±50ppm/°C,9 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-0R,MFR-12FTF26-0R,MFR,1/6W,±1%,±100ppm/°C,0,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-100K,MFR-12FTF26-100K,MFR,1/6W,±1%,±100ppm/°C,100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-100R,MFR-12FTF26-100R,MFR,1/6W,±1%,±100ppm/°C,100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-107K,MFR-12FTF26-107K,MFR,1/6W,±1%,±100ppm/°C,107 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-10K,MFR-12FTF26-10K,MFR,1/6W,±1%,±100ppm/°C,10 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-10K7,MFR-12FTF26-10K7,MFR,1/6W,±1%,±100ppm/°C,10 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-10R,MFR-12FTF26-10R,MFR,1/6W,±1%,±100ppm/°C,10,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-110K,MFR-12FTF26-110K,MFR,1/6W,±1%,±100ppm/°C,110 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-110R,MFR-12FTF26-110R,MFR,1/6W,±1%,±100ppm/°C,110,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-11K,MFR-12FTF26-11K,MFR,1/6W,±1%,±100ppm/°C,11 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-120K,MFR-12FTF26-120K,MFR,1/6W,±1%,±100ppm/°C,120 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-121K ,MFR-12FTF26-121K ,MFR,1/6W,±1%,±100ppm/°C,121 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-12K,MFR-12FTF26-12K,MFR,1/6W,±1%,±100ppm/°C,12 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-12K1,MFR-12FTF26-12K1,MFR,1/6W,±1%,±100ppm/°C,12 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-130K,MFR-12FTF26-130K,MFR,1/6W,±1%,±100ppm/°C,130 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-13K,MFR-12FTF26-13K,MFR,1/6W,±1%,±100ppm/°C,13 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-13K7,MFR-12FTF26-13K7,MFR,1/6W,±1%,±100ppm/°C,13 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-150K,MFR-12FTF26-150K,MFR,1/6W,±1%,±100ppm/°C,150 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-150R,MFR-12FTF26-150R,MFR,1/6W,±1%,±100ppm/°C,150,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-15K,MFR-12FTF26-15K,MFR,1/6W,±1%,±100ppm/°C,15 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-16K2,MFR-12FTF26-16K2,MFR,1/6W,±1%,±100ppm/°C,16 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-17K,MFR-12FTF26-17K,MFR,1/6W,±1%,±100ppm/°C,17 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-180K,MFR-12FTF26-180K,MFR,1/6W,±1%,±100ppm/°C,180 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-18K,MFR-12FTF26-18K,MFR,1/6W,±1%,±100ppm/°C,18 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-1K,MFR-12FTF26-1K,MFR,1/6W,±1%,±100ppm/°C,1 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-1K2,MFR-12FTF26-1K2,MFR,1/6W,±1%,±100ppm/°C,1 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-1K3,MFR-12FTF26-1K3,MFR,1/6W,±1%,±100ppm/°C,1 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-1K5,MFR-12FTF26-1K5,MFR,1/6W,±1%,±100ppm/°C,1 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-1K8,MFR-12FTF26-1K8,MFR,1/6W,±1%,±100ppm/°C,1 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-1M,MFR-12FTF26-1M,MFR,1/6W,±1%,±100ppm/°C,1 000 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-200K,MFR-12FTF26-200K,MFR,1/6W,±1%,±100ppm/°C,200 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-200R,MFR-12FTF26-200R,MFR,1/6W,±1%,±100ppm/°C,200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-20K,MFR-12FTF26-20K,MFR,1/6W,±1%,±100ppm/°C,20 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-21K,MFR-12FTF26-21K,MFR,1/6W,±1%,±100ppm/°C,21 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-220K,MFR-12FTF26-220K,MFR,1/6W,±1%,±100ppm/°C,220 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-220R,MFR-12FTF26-220R,MFR,1/6W,±1%,±100ppm/°C,220,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-22K,MFR-12FTF26-22K,MFR,1/6W,±1%,±100ppm/°C,22 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-22K1,MFR-12FTF26-22K1,MFR,1/6W,±1%,±100ppm/°C,22 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-22R,MFR-12FTF26-22R,MFR,1/6W,±1%,±100ppm/°C,22,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-24K,MFR-12FTF26-24K,MFR,1/6W,±1%,±100ppm/°C,24 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-25K,MFR-12FTF26-25K,MFR,1/6W,±1%,±100ppm/°C,25 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-27K,MFR-12FTF26-27K,MFR,1/6W,±1%,±100ppm/°C,27 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-2K,MFR-12FTF26-2K,MFR,1/6W,±1%,±100ppm/°C,2 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-2K2,MFR-12FTF26-2K2,MFR,1/6W,±1%,±100ppm/°C,2 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-2K36,MFR-12FTF26-2K36,MFR,1/6W,±1%,±100ppm/°C,2 360,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-2K4,MFR-12FTF26-2K4,MFR,1/6W,±1%,±100ppm/°C,2 400,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-2K7,MFR-12FTF26-2K7,MFR,1/6W,±1%,±100ppm/°C,2 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-30K,MFR-12FTF26-30K,MFR,1/6W,±1%,±100ppm/°C,30 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-30K1,MFR-12FTF26-30K1,MFR,1/6W,±1%,±100ppm/°C,30 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-330R,MFR-12FTF26-330R,MFR,1/6W,±1%,±100ppm/°C,330,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-33K,MFR-12FTF26-33K,MFR,1/6W,±1%,±100ppm/°C,33 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-33K2,MFR-12FTF26-33K2,MFR,1/6W,±1%,±100ppm/°C,33 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-345R,MFR-12FTF26-345R,MFR,1/6W,±1%,±100ppm/°C,345,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-360K,MFR-12FTF26-360K,MFR,1/6W,±1%,±100ppm/°C,360 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-36K,MFR-12FTF26-36K,MFR,1/6W,±1%,±100ppm/°C,36 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-390R,MFR-12FTF26-390R,MFR,1/6W,±1%,±100ppm/°C,390,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-392K,MFR-12FTF26-392K,MFR,1/6W,±1%,±100ppm/°C,392 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-39K,MFR-12FTF26-39K,MFR,1/6W,±1%,±100ppm/°C,39 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-3K3,MFR-12FTF26-3K3,MFR,1/6W,±1%,±100ppm/°C,3 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-3K9,MFR-12FTF26-3K9,MFR,1/6W,±1%,±100ppm/°C,3 900,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-43K,MFR-12FTF26-43K,MFR,1/6W,±1%,±100ppm/°C,43 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-470K,MFR-12FTF26-470K,MFR,1/6W,±1%,±100ppm/°C,470 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-470R,MFR-12FTF26-470R,MFR,1/6W,±1%,±100ppm/°C,470,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-475K,MFR-12FTF26-475K,MFR,1/6W,±1%,±100ppm/°C,475 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-47K,MFR-12FTF26-47K,MFR,1/6W,±1%,±100ppm/°C,47 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-47R,MFR-12FTF26-47R,MFR,1/6W,±1%,±100ppm/°C,47,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-499K,MFR-12FTF26-499K,MFR,1/6W,±1%,±100ppm/°C,499 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-49K9,MFR-12FTF26-49K9,MFR,1/6W,±1%,±100ppm/°C,49 900,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-4K7,MFR-12FTF26-4K7,MFR,1/6W,±1%,±100ppm/°C,4 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-510K,MFR-12FTF26-510K,MFR,1/6W,±1%,±100ppm/°C,510 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-510R,MFR-12FTF26-510R,MFR,1/6W,±1%,±100ppm/°C,510,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-51K,MFR-12FTF26-51K,MFR,1/6W,±1%,±100ppm/°C,51 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-51K1,MFR-12FTF26-51K1,MFR,1/6W,±1%,±100ppm/°C,51 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-51R,MFR-12FTF26-51R,MFR,1/6W,±1%,±100ppm/°C,51,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-56K,MFR-12FTF26-56K,MFR,1/6W,±1%,±100ppm/°C,56 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-5K1,MFR-12FTF26-5K1,MFR,1/6W,±1%,±100ppm/°C,5 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-5K49,MFR-12FTF26-5K49,MFR,1/6W,±1%,±100ppm/°C,5 490,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-5K6,MFR-12FTF26-5K6,MFR,1/6W,±1%,±100ppm/°C,5 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-5K9,MFR-12FTF26-5K9,MFR,1/6W,±1%,±100ppm/°C,5 900,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-62K,MFR-12FTF26-62K,MFR,1/6W,±1%,±100ppm/°C,62 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-680R,MFR-12FTF26-680R,MFR,1/6W,±1%,±100ppm/°C,680,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-68K,MFR-12FTF26-68K,MFR,1/6W,±1%,±100ppm/°C,68 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-6K2,MFR-12FTF26-6K2,MFR,1/6W,±1%,±100ppm/°C,6 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-6K3,MFR-12FTF26-6K3,MFR,1/6W,±1%,±100ppm/°C,6 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-6K8,MFR-12FTF26-6K8,MFR,1/6W,±1%,±100ppm/°C,6 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-75K,MFR-12FTF26-75K,MFR,1/6W,±1%,±100ppm/°C,75 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-7K3,MFR-12FTF26-7K3,MFR,1/6W,±1%,±100ppm/°C,7 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-7K5,MFR-12FTF26-7K5,MFR,1/6W,±1%,±100ppm/°C,7 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-820R,MFR-12FTF26-820R,MFR,1/6W,±1%,±100ppm/°C,820,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-88K7,MFR-12FTF26-88K7,MFR,1/6W,±1%,±100ppm/°C,88 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-8K2,MFR-12FTF26-8K2,MFR,1/6W,±1%,±100ppm/°C,8 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-91K,MFR-12FTF26-91K,MFR,1/6W,±1%,±100ppm/°C,91 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-95K3,MFR-12FTF26-95K3,MFR,1/6W,±1%,±100ppm/°C,95 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF26-9K31,MFR-12FTF26-9K31,MFR,1/6W,±1%,±100ppm/°C,9 310,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-0R,MFR-12FTF52-0R,MFR,1/6W,±1%,±100ppm/°C,0,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-100K,MFR-12FTF52-100K,MFR,1/6W,±1%,±100ppm/°C,100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-100R,MFR-12FTF52-100R,MFR,1/6W,±1%,±100ppm/°C,100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10K,MFR-12FTF52-10K,MFR,1/6W,±1%,±100ppm/°C,10 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10K2,MFR-12FTF52-10K2,MFR,1/6W,±1%,±100ppm/°C,10 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10K5,MFR-12FTF52-10K5,MFR,1/6W,±1%,±100ppm/°C,10 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10K7,MFR-12FTF52-10K7,MFR,1/6W,±1%,±100ppm/°C,10 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10M,MFR-12FTF52-10M,MFR,1/6W,±1%,±100ppm/°C,10 000 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10R,MFR-12FTF52-10R,MFR,1/6W,±1%,±100ppm/°C,10,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-10R7,MFR-12FTF52-10R7,MFR,1/6W,±1%,±100ppm/°C,10.7,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-110K,MFR-12FTF52-110K,MFR,1/6W,±1%,±100ppm/°C,110 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MFR-12FTF52-110R,MFR-12FTF52-110R,MFR,1/6W,±1%,±100ppm/°C,110,
