pdf, Part No.,Series Name,Rated Power,Tolerance,T.C.R,Resistance Value
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-27K,MF0207FBE52-27K,MF0,0.6W,±1%,±50ppm/°C,27 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-27R,MF0207FBE52-27R,MF0,0.6W,±1%,±50ppm/°C,27,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-2K2,MF0207FBE52-2K2,MF0,0.6W,±1%,±50ppm/°C,2 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-2M2,MF0207FBE52-2M2,MF0,0.6W,±1%,±50ppm/°C,2 200 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-330K,MF0207FBE52-330K,MF0,0.6W,±1%,±50ppm/°C,330 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-33K,MF0207FBE52-33K,MF0,0.6W,±1%,±50ppm/°C,33 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-374R,MF0207FBE52-374R,MF0,0.6W,±1%,±50ppm/°C,374,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-383K,MF0207FBE52-383K,MF0,0.6W,±1%,±50ppm/°C,383 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-3M3,MF0207FBE52-3M3,MF0,0.6W,±1%,±50ppm/°C,3 300 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-470K,MF0207FBE52-470K,MF0,0.6W,±1%,±50ppm/°C,470 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-4K3,MF0207FBE52-4K3,MF0,0.6W,±1%,±50ppm/°C,4 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-4M7,MF0207FBE52-4M7,MF0,0.6W,±1%,±50ppm/°C,4 700 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-56K,MF0207FBE52-56K,MF0,0.6W,±1%,±50ppm/°C,56 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-5M1,MF0207FBE52-5M1,MF0,0.6W,±1%,±50ppm/°C,5 100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-750K,MF0207FBE52-750K,MF0,0.6W,±1%,±50ppm/°C,750 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-7M5,MF0207FBE52-7M5,MF0,0.6W,±1%,±50ppm/°C,7 500 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBE52-9M1,MF0207FBE52-9M1,MF0,0.6W,±1%,±50ppm/°C,9 100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBEM100K,MF0207FBEM100K,MF0,0.6W,±1%,±50ppm/°C,100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBEM10K,MF0207FBEM10K,MF0,0.6W,±1%,±50ppm/°C,10 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBEM22K,MF0207FBEM22K,MF0,0.6W,±1%,±50ppm/°C,22 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBEM270R,MF0207FBEM270R,MF0,0.6W,±1%,±50ppm/°C,270,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FBEM2K,MF0207FBEM2K,MF0,0.6W,±1%,±50ppm/°C,2 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-0R,MF0207FRE52-0R,MF0,0.6W,±1%,±50ppm/°C,0,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-100K,MF0207FRE52-100K,MF0,0.6W,±1%,±50ppm/°C,100 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-100R,MF0207FRE52-100R,MF0,0.6W,±1%,±50ppm/°C,100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-105K,MF0207FRE52-105K,MF0,0.6W,±1%,±50ppm/°C,105 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-10K,MF0207FRE52-10K,MF0,0.6W,±1%,±50ppm/°C,10 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-10K2,MF0207FRE52-10K2,MF0,0.6W,±1%,±50ppm/°C,10 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-10R,MF0207FRE52-10R,MF0,0.6W,±1%,±50ppm/°C,10,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-110K,MF0207FRE52-110K,MF0,0.6W,±1%,±50ppm/°C,110 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-118R,MF0207FRE52-118R,MF0,0.6W,±1%,±50ppm/°C,118,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-11K,MF0207FRE52-11K,MF0,0.6W,±1%,±50ppm/°C,11 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-11K3,MF0207FRE52-11K3,MF0,0.6W,±1%,±50ppm/°C,11 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-120K,MF0207FRE52-120K,MF0,0.6W,±1%,±50ppm/°C,120 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-120R,MF0207FRE52-120R,MF0,0.6W,±1%,±50ppm/°C,120,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-121K,MF0207FRE52-121K,MF0,0.6W,±1%,±50ppm/°C,121 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-121R,MF0207FRE52-121R,MF0,0.6W,±1%,±50ppm/°C,121,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-127R,MF0207FRE52-127R,MF0,0.6W,±1%,±50ppm/°C,127,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-12K,MF0207FRE52-12K,MF0,0.6W,±1%,±50ppm/°C,12 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-12K1,MF0207FRE52-12K1,MF0,0.6W,±1%,±50ppm/°C,12 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-12R1,MF0207FRE52-12R1,MF0,0.6W,±1%,±50ppm/°C,12.1,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-130K,MF0207FRE52-130K,MF0,0.6W,±1%,±50ppm/°C,130 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-137R,MF0207FRE52-137R,MF0,0.6W,±1%,±50ppm/°C,137,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-13K,MF0207FRE52-13K,MF0,0.6W,±1%,±50ppm/°C,13 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-147K,MF0207FRE52-147K,MF0,0.6W,±1%,±50ppm/°C,147 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-147R,MF0207FRE52-147R,MF0,0.6W,±1%,±50ppm/°C,147,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-14K3,MF0207FRE52-14K3,MF0,0.6W,±1%,±50ppm/°C,14 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-14K7,MF0207FRE52-14K7,MF0,0.6W,±1%,±50ppm/°C,14 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-150K,MF0207FRE52-150K,MF0,0.6W,±1%,±50ppm/°C,150 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-150R,MF0207FRE52-150R,MF0,0.6W,±1%,±50ppm/°C,150,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-154R,MF0207FRE52-154R,MF0,0.6W,±1%,±50ppm/°C,154,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-15K,MF0207FRE52-15K,MF0,0.6W,±1%,±50ppm/°C,15 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-15K8,MF0207FRE52-15K8,MF0,0.6W,±1%,±50ppm/°C,15 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-15R,MF0207FRE52-15R,MF0,0.6W,±1%,±50ppm/°C,15,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-160R,MF0207FRE52-160R,MF0,0.6W,±1%,±50ppm/°C,160,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-165R,MF0207FRE52-165R,MF0,0.6W,±1%,±50ppm/°C,165,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-166R,MF0207FRE52-166R,MF0,0.6W,±1%,±50ppm/°C,166,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-169K,MF0207FRE52-169K,MF0,0.6W,±1%,±50ppm/°C,169 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-169R,MF0207FRE52-169R,MF0,0.6W,±1%,±50ppm/°C,169,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-16K,MF0207FRE52-16K,MF0,0.6W,±1%,±50ppm/°C,16 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-16K2,MF0207FRE52-16K2,MF0,0.6W,±1%,±50ppm/°C,16 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-16K9,MF0207FRE52-16K9,MF0,0.6W,±1%,±50ppm/°C,16 900,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-16R9,MF0207FRE52-16R9,MF0,0.6W,±1%,±50ppm/°C,16.9,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-174R,MF0207FRE52-174R,MF0,0.6W,±1%,±50ppm/°C,174,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-17K8,MF0207FRE52-17K8,MF0,0.6W,±1%,±50ppm/°C,17 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-180K,MF0207FRE52-180K,MF0,0.6W,±1%,±50ppm/°C,180 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-180R,MF0207FRE52-180R,MF0,0.6W,±1%,±50ppm/°C,180,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-187K,MF0207FRE52-187K,MF0,0.6W,±1%,±50ppm/°C,187 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-18K,MF0207FRE52-18K,MF0,0.6W,±1%,±50ppm/°C,18 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-196K,MF0207FRE52-196K,MF0,0.6W,±1%,±50ppm/°C,196 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-19K6,MF0207FRE52-19K6,MF0,0.6W,±1%,±50ppm/°C,19 600,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K,MF0207FRE52-1K,MF0,0.6W,±1%,±50ppm/°C,1 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K21,MF0207FRE52-1K21,MF0,0.6W,±1%,±50ppm/°C,1 210,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K24,MF0207FRE52-1K24,MF0,0.6W,±1%,±50ppm/°C,1 240,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K3,MF0207FRE52-1K3,MF0,0.6W,±1%,±50ppm/°C,1 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K33,MF0207FRE52-1K33,MF0,0.6W,±1%,±50ppm/°C,1 330,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K47,MF0207FRE52-1K47,MF0,0.6W,±1%,±50ppm/°C,1 470,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K5,MF0207FRE52-1K5,MF0,0.6W,±1%,±50ppm/°C,1 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K54,MF0207FRE52-1K54,MF0,0.6W,±1%,±50ppm/°C,1 540,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K62,MF0207FRE52-1K62,MF0,0.6W,±1%,±50ppm/°C,1 620,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K69,MF0207FRE52-1K69,MF0,0.6W,±1%,±50ppm/°C,1 690,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1K8,MF0207FRE52-1K8,MF0,0.6W,±1%,±50ppm/°C,1 800,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1M,MF0207FRE52-1M,MF0,0.6W,±1%,±50ppm/°C,1 000 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1M5,MF0207FRE52-1M5,MF0,0.6W,±1%,±50ppm/°C,1 500 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1R,MF0207FRE52-1R,MF0,0.6W,±1%,±50ppm/°C,1,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1R05,MF0207FRE52-1R05,MF0,0.6W,±1%,±50ppm/°C,1.05,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1R2,MF0207FRE52-1R2,MF0,0.6W,±1%,±50ppm/°C,1.2,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1R5,MF0207FRE52-1R5,MF0,0.6W,±1%,±50ppm/°C,1.5,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-1R8,MF0207FRE52-1R8,MF0,0.6W,±1%,±50ppm/°C,1.8,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-200K,MF0207FRE52-200K,MF0,0.6W,±1%,±50ppm/°C,200 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-200R,MF0207FRE52-200R,MF0,0.6W,±1%,±50ppm/°C,200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-20K,MF0207FRE52-20K,MF0,0.6W,±1%,±50ppm/°C,20 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-20K5,MF0207FRE52-20K5,MF0,0.6W,±1%,±50ppm/°C,20 500,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-20R,MF0207FRE52-20R,MF0,0.6W,±1%,±50ppm/°C,20,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-210K,MF0207FRE52-210K,MF0,0.6W,±1%,±50ppm/°C,210 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-215K,MF0207FRE52-215K,MF0,0.6W,±1%,±50ppm/°C,215 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-215R,MF0207FRE52-215R,MF0,0.6W,±1%,±50ppm/°C,215,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-21R5,MF0207FRE52-21R5,MF0,0.6W,±1%,±50ppm/°C,21.5,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-220K,MF0207FRE52-220K,MF0,0.6W,±1%,±50ppm/°C,220 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-220R,MF0207FRE52-220R,MF0,0.6W,±1%,±50ppm/°C,220,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-221K,MF0207FRE52-221K,MF0,0.6W,±1%,±50ppm/°C,221 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-221R,MF0207FRE52-221R,MF0,0.6W,±1%,±50ppm/°C,221,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-22K,MF0207FRE52-22K,MF0,0.6W,±1%,±50ppm/°C,22 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-22K1,MF0207FRE52-22K1,MF0,0.6W,±1%,±50ppm/°C,22 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-22R,MF0207FRE52-22R,MF0,0.6W,±1%,±50ppm/°C,22,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-22R1,MF0207FRE52-22R1,MF0,0.6W,±1%,±50ppm/°C,22.1,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-23K7,MF0207FRE52-23K7,MF0,0.6W,±1%,±50ppm/°C,23 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-240R,MF0207FRE52-240R,MF0,0.6W,±1%,±50ppm/°C,240,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-243K,MF0207FRE52-243K,MF0,0.6W,±1%,±50ppm/°C,243 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-249K,MF0207FRE52-249K,MF0,0.6W,±1%,±50ppm/°C,249 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-249R,MF0207FRE52-249R,MF0,0.6W,±1%,±50ppm/°C,249,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-24K,MF0207FRE52-24K,MF0,0.6W,±1%,±50ppm/°C,24 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-24K3,MF0207FRE52-24K3,MF0,0.6W,±1%,±50ppm/°C,24 300,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-24K9,MF0207FRE52-24K9,MF0,0.6W,±1%,±50ppm/°C,24 900,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-24R9,MF0207FRE52-24R9,MF0,0.6W,±1%,±50ppm/°C,24.9,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-255R,MF0207FRE52-255R,MF0,0.6W,±1%,±50ppm/°C,255,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-26K1,MF0207FRE52-26K1,MF0,0.6W,±1%,±50ppm/°C,26 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-26R7,MF0207FRE52-26R7,MF0,0.6W,±1%,±50ppm/°C,26.7,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-270K,MF0207FRE52-270K,MF0,0.6W,±1%,±50ppm/°C,270 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-270R,MF0207FRE52-270R,MF0,0.6W,±1%,±50ppm/°C,270,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-274K,MF0207FRE52-274K,MF0,0.6W,±1%,±50ppm/°C,274 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-274R,MF0207FRE52-274R,MF0,0.6W,±1%,±50ppm/°C,274,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-27K,MF0207FRE52-27K,MF0,0.6W,±1%,±50ppm/°C,27 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-27K4,MF0207FRE52-27K4,MF0,0.6W,±1%,±50ppm/°C,27 400,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-27R,MF0207FRE52-27R,MF0,0.6W,±1%,±50ppm/°C,27,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-27R4,MF0207FRE52-27R4,MF0,0.6W,±1%,±50ppm/°C,27.4,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-280R,MF0207FRE52-280R,MF0,0.6W,±1%,±50ppm/°C,280,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-287R,MF0207FRE52-287R,MF0,0.6W,±1%,±50ppm/°C,287,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-28K7,MF0207FRE52-28K7,MF0,0.6W,±1%,±50ppm/°C,28 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K,MF0207FRE52-2K,MF0,0.6W,±1%,±50ppm/°C,2 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K15,MF0207FRE52-2K15,MF0,0.6W,±1%,±50ppm/°C,2 150,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K2,MF0207FRE52-2K2,MF0,0.6W,±1%,±50ppm/°C,2 200,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K21,MF0207FRE52-2K21,MF0,0.6W,±1%,±50ppm/°C,2 210,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K26,MF0207FRE52-2K26,MF0,0.6W,±1%,±50ppm/°C,2 260,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K37,MF0207FRE52-2K37,MF0,0.6W,±1%,±50ppm/°C,2 370,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K43,MF0207FRE52-2K43,MF0,0.6W,±1%,±50ppm/°C,2 430,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K49,MF0207FRE52-2K49,MF0,0.6W,±1%,±50ppm/°C,2 490,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K55,MF0207FRE52-2K55,MF0,0.6W,±1%,±50ppm/°C,2 550,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K7,MF0207FRE52-2K7,MF0,0.6W,±1%,±50ppm/°C,2 700,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K74,MF0207FRE52-2K74,MF0,0.6W,±1%,±50ppm/°C,2 740,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2K87,MF0207FRE52-2K87,MF0,0.6W,±1%,±50ppm/°C,2 870,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2M,MF0207FRE52-2M,MF0,0.6W,±1%,±50ppm/°C,2 000 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2M2,MF0207FRE52-2M2,MF0,0.6W,±1%,±50ppm/°C,2 200 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2R2,MF0207FRE52-2R2,MF0,0.6W,±1%,±50ppm/°C,2.2,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-2R4,MF0207FRE52-2R4,MF0,0.6W,±1%,±50ppm/°C,2.4,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-301K,MF0207FRE52-301K,MF0,0.6W,±1%,±50ppm/°C,301 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-301R,MF0207FRE52-301R,MF0,0.6W,±1%,±50ppm/°C,301,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-30K,MF0207FRE52-30K,MF0,0.6W,±1%,±50ppm/°C,30 000,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-30K1,MF0207FRE52-30K1,MF0,0.6W,±1%,±50ppm/°C,30 100,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-30R1,MF0207FRE52-30R1,MF0,0.6W,±1%,±50ppm/°C,30.1,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-316R,MF0207FRE52-316R,MF0,0.6W,±1%,±50ppm/°C,316,
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=MF0207FRE52-31K6,MF0207FRE52-31K6,MF0,0.6W,±1%,±50ppm/°C,31 600,
