pdf, Part No.,Series Name,Voltage,Tolerance,Capacitance,Pitch,Case Size
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0022RSC-0505,CB025M0022RSC-0505,CB (105°C  1000 Hours Low Profile),25V,±20%,22,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0022RSD-0605,CB025M0022RSD-0605,CB (105°C  1000 Hours Low Profile),25V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0033RSD-0605,CB025M0033RSD-0605,CB (105°C  1000 Hours Low Profile),25V,±20%,33,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0047RSD-0605,CB025M0047RSD-0605,CB (105°C  1000 Hours Low Profile),25V,±20%,47,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0047RSE-0806,CB025M0047RSE-0806,CB (105°C  1000 Hours Low Profile),25V,±20%,47,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0100RSE-0806,CB025M0100RSE-0806,CB (105°C  1000 Hours Low Profile),25V,±20%,100,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0100RSF-0810,CB025M0100RSF-0810,CB (105°C  1000 Hours Low Profile),25V,±20%,100,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0100RSH-0607,CB025M0100RSH-0607,CB (105°C  1000 Hours Low Profile),25V,±20%,100,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0220RSF-0810,CB025M0220RSF-0810,CB (105°C  1000 Hours Low Profile),25V,±20%,220,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0220RSG-1010,CB025M0220RSG-1010,CB (105°C  1000 Hours Low Profile),25V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0330RSG-1010,CB025M0330RSG-1010,CB (105°C  1000 Hours Low Profile),25V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M0470RSG-1010,CB025M0470RSG-1010,CB (105°C  1000 Hours Low Profile),25V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB025M4R70RSB-0405,CB025M4R70RSB-0405,CB (105°C  1000 Hours Low Profile),25V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0010RSB-0405,CB035M0010RSB-0405,CB (105°C  1000 Hours Low Profile),35V,±20%,10,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0010RSC-0505,CB035M0010RSC-0505,CB (105°C  1000 Hours Low Profile),35V,±20%,10,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0022RED-0605,CB035M0022RED-0605,CB (105°C  1000 Hours Low Profile),35V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0022RSD-0605,CB035M0022RSD-0605,CB (105°C  1000 Hours Low Profile),35V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0033RSE-0806,CB035M0033RSE-0806,CB (105°C  1000 Hours Low Profile),35V,±20%,33,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0047RSE-0806,CB035M0047RSE-0806,CB (105°C  1000 Hours Low Profile),35V,±20%,47,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0047RSF-0810,CB035M0047RSF-0810,CB (105°C  1000 Hours Low Profile),35V,±20%,47,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0047RSH-0607,CB035M0047RSH-0607,CB (105°C  1000 Hours Low Profile),35V,±20%,47,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0100RSF-0810,CB035M0100RSF-0810,CB (105°C  1000 Hours Low Profile),35V,±20%,100,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0100RSG-1010,CB035M0100RSG-1010,CB (105°C  1000 Hours Low Profile),35V,±20%,100,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0100RSH-0607,CB035M0100RSH-0607,CB (105°C  1000 Hours Low Profile),35V,±20%,100,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0220RSF-0810,CB035M0220RSF-0810,CB (105°C  1000 Hours Low Profile),35V,±20%,220,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0220RSG-1010,CB035M0220RSG-1010,CB (105°C  1000 Hours Low Profile),35V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M0330RSG-1010,CB035M0330RSG-1010,CB (105°C  1000 Hours Low Profile),35V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M2R20RSB-0405,CB035M2R20RSB-0405,CB (105°C  1000 Hours Low Profile),35V,±20%,2.2,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M3R30RSB-0405,CB035M3R30RSB-0405,CB (105°C  1000 Hours Low Profile),35V,±20%,3.3,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB035M4R70RSB-0405,CB035M4R70RSB-0405,CB (105°C  1000 Hours Low Profile),35V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050K0022RSH-0607,CB050K0022RSH-0607,CB (105°C  1000 Hours Low Profile),50V,±10%,22,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0010RSC-0505,CB050M0010RSC-0505,CB (105°C  1000 Hours Low Profile),50V,±20%,10,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0010RSD-0605,CB050M0010RSD-0605,CB (105°C  1000 Hours Low Profile),50V,±20%,10,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0022RSD-0605,CB050M0022RSD-0605,CB (105°C  1000 Hours Low Profile),50V,±20%,22,No Lead Cut /  Standard,0605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0022RSE-0806,CB050M0022RSE-0806,CB (105°C  1000 Hours Low Profile),50V,±20%,22,No Lead Cut /  Standard,0806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0022RSH-0607,CB050M0022RSH-0607,CB (105°C  1000 Hours Low Profile),50V,±20%,22,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0033RSF-0810,CB050M0033RSF-0810,CB (105°C  1000 Hours Low Profile),50V,±20%,33,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0033RSH-0607,CB050M0033RSH-0607,CB (105°C  1000 Hours Low Profile),50V,±20%,33,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0047RSG-1010,CB050M0047RSG-1010,CB (105°C  1000 Hours Low Profile),50V,±20%,47,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0047RSH-0607,CB050M0047RSH-0607,CB (105°C  1000 Hours Low Profile),50V,±20%,47,No Lead Cut /  Standard,0607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0100REF-0810,CB050M0100REF-0810,CB (105°C  1000 Hours Low Profile),50V,±20%,100,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0100RSF-0810,CB050M0100RSF-0810,CB (105°C  1000 Hours Low Profile),50V,±20%,100,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0100RSG-1010,CB050M0100RSG-1010,CB (105°C  1000 Hours Low Profile),50V,±20%,100,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0220RSG-1010,CB050M0220RSG-1010,CB (105°C  1000 Hours Low Profile),50V,±20%,220,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0R10RSB-0405,CB050M0R10RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,0.1,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0R22RSB-0405,CB050M0R22RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,0.22,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0R33RSB-0405,CB050M0R33RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,0.33,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M0R47RSB-0405,CB050M0R47RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,0.47,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M1R00RSB-0405,CB050M1R00RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,1,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M2R20RSB-0405,CB050M2R20RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,2.2,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M3R30RSB-0405,CB050M3R30RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,3.3,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M4R70RSB-0405,CB050M4R70RSB-0405,CB (105°C  1000 Hours Low Profile),50V,±20%,4.7,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M4R70RSB-0505,CB050M4R70RSB-0505,CB (105°C  1000 Hours Low Profile),50V,±20%,4.7,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB050M4R70RSC-0505,CB050M4R70RSC-0505,CB (105°C  1000 Hours Low Profile),50V,±20%,4.7,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB063M0022RSF-0810,CB063M0022RSF-0810,CB (105°C  1000 Hours Low Profile),,±20%,22,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB063M0033RSG-1010,CB063M0033RSG-1010,CB (105°C  1000 Hours Low Profile),,±20%,33,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB063M0047RSG-1010,CB063M0047RSG-1010,CB (105°C  1000 Hours Low Profile),,±20%,47,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB100M0010RSF-0810,CB100M0010RSF-0810,CB (105°C  1000 Hours Low Profile),,±20%,10,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB100M0022RSG-1010,CB100M0022RSG-1010,CB (105°C  1000 Hours Low Profile),,±20%,22,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB100M0033RSG-1010,CB100M0033RSG-1010,CB (105°C  1000 Hours Low Profile),,±20%,33,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CB100M4R70RSF-0810,CB100M4R70RSF-0810,CB (105°C  1000 Hours Low Profile),,±20%,4.7,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0022REB-0405,CD006M0022REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,22,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0047REB-0405,CD006M0047REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,47,No Lead Cut /  Standard,0405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0047REC-0505,CD006M0047REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,47,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0100REC-0505,CD006M0100REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,100,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0100RED-0605,CD006M0100RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,100,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0220RED-0605,CD006M0220RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,220,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0220REE-0806,CD006M0220REE-0806,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,220,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0330REE-0806,CD006M0330REE-0806,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,330,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0330REH-0607,CD006M0330REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,330,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0470REF-0810,CD006M0470REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,470,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0680REF-0810,CD006M0680REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,680,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M0820REF-0810,CD006M0820REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,820,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M1000REF-0810,CD006M1000REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,1 000,No Lead Cut /  Standard,0810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M1000REG-1010,CD006M1000REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,1 000,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M1200REF-1010,CD006M1200REF-1010,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,1 200,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M1200REG-1010,CD006M1200REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,1 200,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD006M1500REG-1010,CD006M1500REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),6.3V,±20%,1 500,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0022REB-0405,CD010M0022REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,22,No Lead Cut /  Standard,405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0033REB-0405,CD010M0033REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,33,No Lead Cut /  Standard,405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0033REC-0505,CD010M0033REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,33,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0100RED-0605,CD010M0100RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,100,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0150REH-0607,CD010M0150REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,150,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0220REE-0806,CD010M0220REE-0806,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,220,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0220REH-0607,CD010M0220REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,220,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0330REF-0810,CD010M0330REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,330,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0470REF-0810,CD010M0470REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,470,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M0680REG-1010,CD010M0680REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,680,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD010M1000REG-1010,CD010M1000REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),10V,±20%,1 000,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0022REB-0405,CD016M0022REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,22,No Lead Cut /  Standard,405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0022REC-0505,CD016M0022REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,22,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0047REC-0505,CD016M0047REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,47,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0047RED-0605,CD016M0047RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,47,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0100RED-0605,CD016M0100RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,100,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0120RED-0605,CD016M0120RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,120,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0150REH-0607,CD016M0150REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,150,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0220REF-0810,CD016M0220REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,220,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0220REH-0607,CD016M0220REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,220,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0330REF-0810,CD016M0330REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,330,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0470REF-0810,CD016M0470REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,470,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0470REG-1010,CD016M0470REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0680REG-1010,CD016M0680REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,680,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD016M0820REG-1010,CD016M0820REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),16V,±20%,820,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0010REB-0405,CD025M0010REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,10,No Lead Cut /  Standard,405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0022REC-0505,CD025M0022REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,22,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0033REC-0505,CD025M0033REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,33,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0033RED-0605,CD025M0033RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,33,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0033REG-1010,CD025M0033REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,33,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0047RED-0605,CD025M0047RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,47,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0068RED-0605,CD025M0068RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,68,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0100REE-0806,CD025M0100REE-0806,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,100,No Lead Cut /  Standard,806
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0100REH-0607,CD025M0100REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,100,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0150REF-0810,CD025M0150REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,150,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0220REF-0810,CD025M0220REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,220,No Lead Cut /  Standard,810
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0330REG-1010,CD025M0330REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,330,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD025M0470REG-1010,CD025M0470REG-1010,CD (105°C  2000 Hours Ultra Low Impedance),25V,±20%,470,No Lead Cut /  Standard,1010
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0010REB-0405,CD035M0010REB-0405,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,10,No Lead Cut /  Standard,405
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0010REC-0505,CD035M0010REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,10,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0022REC-0505,CD035M0022REC-0505,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,22,No Lead Cut /  Standard,0505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0022RED-0505,CD035M0022RED-0505,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,22,No Lead Cut /  Standard,505
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0033RED-0605,CD035M0033RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,33,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0047RED-0605,CD035M0047RED-0605,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,47,No Lead Cut /  Standard,605
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0068REH-0607,CD035M0068REH-0607,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,68,No Lead Cut /  Standard,607
http://www.yageo.com/NewPortal/_cn/search/productDocs.jsp?YageoPartNumber=CD035M0100REF-0810,CD035M0100REF-0810,CD (105°C  2000 Hours Ultra Low Impedance),35V,±20%,100,No Lead Cut /  Standard,810
